ji,siann,un,tiau,pheng
"簏","柳","公","下入","lok8"
"剹","柳","公","下入","lok8"
"犖","柳","公","下入","lok8"
"樂","柳","公","下入","lok8"
"櫟","柳","公","下入","lok8"
"諾","柳","公","下入","lok8"
"碌","柳","公","下入","lok8"
"爏","柳","公","下入","lok8"
"僕","邊","公","下入","pok8"
"㒒","邊","公","下入","pok8"
"幞","邊","公","下入","pok8"
"襆","邊","公","下入","pok8"
"匐","邊","公","下入","pok8"
"伏","邊","公","下入","pok8"
"薄","邊","公","下入","pok8"
"簿","邊","公","下入","pok8"
"箔","邊","公","下入","pok8"
"縛","邊","公","下入","pok8"
"亳","邊","公","下入","pok8"
"僰","邊","公","下入","pok8"
"泊","邊","公","下入","pok8"
"𠉩","地","公","下入","tok8"
"毒","地","公","下入","tok8"
"纛","地","公","下入","tok8"
"碡","地","公","下入","tok8"
"獨","地","公","下入","tok8"
"髑","地","公","下入","tok8"
"鐲","地","公","下入","tok8"
"躅","地","公","下入","tok8"
"黷","地","公","下入","tok8"
"匵","地","公","下入","tok8"
"櫝","地","公","下入","tok8"
"牘","地","公","下入","tok8"
"瀆","地","公","下入","tok8"
"犢","地","公","下入","tok8"
"覿","地","公","下入","tok8"
"嬻","地","公","下入","tok8"
"讟","地","公","下入","tok8"
"鐸","地","公","下入","tok8"
"度","地","公","下入","tok8"
"𦉷","地","公","下入","tok8"
"暴","頗","公","下入","phok8"
"曝","頗","公","下入","phok8"
"爆","頗","公","下入","phok8"
"瀑","頗","公","下入","phok8"
"襮","頗","公","下入","phok8"
"讀","他","公","下入","thok8"
"𦢌","他","公","下入","thok8"
"黷","他","公","下入","thok8"
"昨","曾","公","下入","tsok8"
"怍","曾","公","下入","tsok8"
"酢","曾","公","下入","tsok8"
"柞","曾","公","下入","tsok8"
"濯","曾","公","下入","tsok8"
"濁","曾","公","下入","tsok8"
"擢","曾","公","下入","tsok8"
"族","曾","公","下入","tsok8"
"瘯","曾","公","下入","tsok8"
"鷟","曾","公","下入","tsok8"
"木","文","公","下入","bok8"
"沐","文","公","下入","bok8"
"霂","文","公","下入","bok8"
"目","文","公","下入","bok8"
"苜","文","公","下入","bok8"
"睦","文","公","下入","bok8"
"穆","文","公","下入","bok8"
"繆","文","公","下入","bok8"
"牧","文","公","下入","bok8"
"莫","文","公","下入","bok8"
"寞","文","公","下入","bok8"
"瘼","文","公","下入","bok8"
"鏌","文","公","下入","bok8"
"漠","文","公","下入","bok8"
"暯","文","公","下入","bok8"
"𠡞","文","公","下入","bok8"
"䜼","文","公","下入","bok8"
"偔","語","公","下入","gok8"
"愕","語","公","下入","gok8"
"咢","語","公","下入","gok8"
"萼","語","公","下入","gok8"
"蕚","語","公","下入","gok8"
"諤","語","公","下入","gok8"
"崿","語","公","下入","gok8"
"㟧","語","公","下入","gok8"
"𡼑","語","公","下入","gok8"
"𥔲","語","公","下入","gok8"
"鄂","語","公","下入","gok8"
"鶚","語","公","下入","gok8"
"㓵","語","公","下入","gok8"
"鵠","語","公","下入","gok8"
"噩","語","公","下入","gok8"
"𡾙","語","公","下入","gok8"
"鰐","語","公","下入","gok8"
"鑿","出","公","下入","tshok8"
"伏","喜","公","下入","hok8"
"茯","喜","公","下入","hok8"
"袱","喜","公","下入","hok8"
"㠅","喜","公","下入","hok8"
"澓","喜","公","下入","hok8"
"復","喜","公","下入","hok8"
"緮","喜","公","下入","hok8"
"鶴","喜","公","下入","hok8"
"寉","喜","公","下入","hok8"
"虙","喜","公","下入","hok8"
"服","喜","公","下入","hok8"
"乖","求","乖","上平","kuai1"
"𠂯","求","乖","上平","kuai1"
"䲅","求","乖","上平","kuai1"
"㔞","氣","乖","上平","khuai1"
"𢶀","曾","乖","上平","tsuai1"
"歪","英","乖","上平","uai1"
"竵","喜","乖","上平","huai1"
"拐","求","乖","上上","kuai2"
"柺","求","乖","上上","kuai2"
"夬","求","乖","上上","kuai2"
"蒯","求","乖","上上","kuai2"
"扒","邊","乖","上去","puai3"
"怪","求","乖","上去","kuai3"
"恠","求","乖","上去","kuai3"
"圣","求","乖","上去","kuai3"
"快","氣","乖","上去","khuai3"
"駃","氣","乖","上去","khuai3"
"噲","氣","乖","上去","khuai3"
"塊","氣","乖","上去","khuai3"
"䵳","英","乖","上去","uai3"
"䶐","英","乖","上去","uai3"
"𣸎","喜","乖","上去","huai3"
"𣟉","喜","乖","上去","huai3"
"詭","語","乖","下平","guai5"
"褱","喜","乖","下平","huai5"
"懷","喜","乖","下平","huai5"
"懐","喜","乖","下平","huai5"
"淮","喜","乖","下平","huai5"
"槐","喜","乖","下平","huai5"
"顡","語","乖","下去","guai7"
"壞","喜","乖","下去","huai7"
"冰","邊","經","上平","peng1"
"氷","邊","經","上平","peng1"
"仌","邊","經","上平","peng1"
"伻","邊","經","上平","peng1"
"兵","邊","經","上平","peng1"
"𠉔","邊","經","上平","peng1"
"𠈯","邊","經","上平","peng1"
"崩","邊","經","上平","peng1"
"帡","邊","經","上平","peng1"
"絣","邊","經","上平","peng1"
"栟","邊","經","上平","peng1"
"傍","邊","經","上平","peng1"
"祊","邊","經","上平","peng1"
"經","求","經","上平","keng1"
"京","求","經","上平","keng1"
"庚","求","經","上平","keng1"
"𢈴","求","經","上平","keng1"
"賡","求","經","上平","keng1"
"鶊","求","經","上平","keng1"
"矜","求","經","上平","keng1"
"扃","求","經","上平","keng1"
"坰","求","經","上平","keng1"
"駉","求","經","上平","keng1"
"稉","求","經","上平","keng1"
"更","求","經","上平","keng1"
"㪅","求","經","上平","keng1"
"耕","求","經","上平","keng1"
"畊","求","經","上平","keng1"
"涇","求","經","上平","keng1"
"莖","求","經","上平","keng1"
"硜","求","經","上平","keng1"
"荆","求","經","上平","keng1"
"肱","求","經","上平","keng1"
"羹","求","經","上平","keng1"
"驚","求","經","上平","keng1"
"兢","求","經","上平","keng1"
"傾","氣","經","上平","kheng1"
"卿","氣","經","上平","kheng1"
"輕","氣","經","上平","kheng1"
"坑","氣","經","上平","kheng1"
"阬","氣","經","上平","kheng1"
"砊","氣","經","上平","kheng1"
"丁","地","經","上平","teng1"
"㣔","地","經","上平","teng1"
"仃","地","經","上平","teng1"
"叮","地","經","上平","teng1"
"疔","地","經","上平","teng1"
"登","地","經","上平","teng1"
"豋","地","經","上平","teng1"
"釘","地","經","上平","teng1"
"燈","地","經","上平","teng1"
"灯","地","經","上平","teng1"
"𦉬","地","經","上平","teng1"
"簦","地","經","上平","teng1"
"烹","頗","經","上平","pheng1"
"亨","頗","經","上平","pheng1"
"俜","頗","經","上平","pheng1"
"𠏬","頗","經","上平","pheng1"
"娉","頗","經","上平","pheng1"
"甹","頗","經","上平","pheng1"
"胓","頗","經","上平","pheng1"
"砰","頗","經","上平","pheng1"
"磞","頗","經","上平","pheng1"
"漰","頗","經","上平","pheng1"
"汀","他","經","上平","theng1"
"廳","他","經","上平","theng1"
"牚","他","經","上平","theng1"
"橕","他","經","上平","theng1"
"撐","他","經","上平","theng1"
"𢴤","他","經","上平","theng1"
"瞠","他","經","上平","theng1"
"聽","他","經","上平","theng1"
"鐺","他","經","上平","theng1"
"曾","曾","經","上平","tseng1"
"僧","曾","經","上平","tseng1"
"增","曾","經","上平","tseng1"
"憎","曾","經","上平","tseng1"
"繒","曾","經","上平","tseng1"
"矰","曾","經","上平","tseng1"
"罾","曾","經","上平","tseng1"
"正","曾","經","上平","tseng1"
"佂","曾","經","上平","tseng1"
"征","曾","經","上平","tseng1"
"眐","曾","經","上平","tseng1"
"𨒌","曾","經","上平","tseng1"
"鉦","曾","經","上平","tseng1"
"貞","曾","經","上平","tseng1"
"偵","曾","經","上平","tseng1"
"楨","曾","經","上平","tseng1"
"禎","曾","經","上平","tseng1"
"爭","曾","經","上平","tseng1"
"崢","曾","經","上平","tseng1"
"箏","曾","經","上平","tseng1"
"睛","曾","經","上平","tseng1"
"蜻","曾","經","上平","tseng1"
"菁","曾","經","上平","tseng1"
"精","曾","經","上平","tseng1"
"鶄","曾","經","上平","tseng1"
"㧿","曾","經","上平","tseng1"
"晶","曾","經","上平","tseng1"
"旌","曾","經","上平","tseng1"
"生","時","經","上平","seng1"
"牲","時","經","上平","seng1"
"笙","時","經","上平","seng1"
"胜","時","經","上平","seng1"
"泩","時","經","上平","seng1"
"鼪","時","經","上平","seng1"
"甥","時","經","上平","seng1"
"升","時","經","上平","seng1"
"昇","時","經","上平","seng1"
"陞","時","經","上平","seng1"
"星","時","經","上平","seng1"
"湦","時","經","上平","seng1"
"猩","時","經","上平","seng1"
"惺","時","經","上平","seng1"
"醒","時","經","上平","seng1"
"腥","時","經","上平","seng1"
"鯹","時","經","上平","seng1"
"曐","時","經","上平","seng1"
"聲","時","經","上平","seng1"
"㮱","時","經","上平","seng1"
"英","英","經","上平","eng1"
"偀","英","經","上平","eng1"
"媖","英","經","上平","eng1"
"瑛","英","經","上平","eng1"
"楧","英","經","上平","eng1"
"櫻","英","經","上平","eng1"
"嚶","英","經","上平","eng1"
"瓔","英","經","上平","eng1"
"孾","英","經","上平","eng1"
"嬰","英","經","上平","eng1"
"攖","英","經","上平","eng1"
"癭","英","經","上平","eng1"
"罌","英","經","上平","eng1"
"纓","英","經","上平","eng1"
"賏","英","經","上平","eng1"
"鸚","英","經","上平","eng1"
"鶯","英","經","上平","eng1"
"鸎","英","經","上平","eng1"
"鷹","英","經","上平","eng1"
"薨","英","經","上平","eng1"
"轟","英","經","上平","eng1"
"焸","英","經","上平","eng1"
"應","英","經","上平","eng1"
"膺","英","經","上平","eng1"
"蘡","英","經","上平","eng1"
"癰","英","經","上平","eng1"
"清","出","經","上平","tsheng1"
"僜","出","經","上平","tsheng1"
"稱","出","經","上平","tsheng1"
"穪","出","經","上平","tsheng1"
"称","出","經","上平","tsheng1"
"偁","出","經","上平","tsheng1"
"青","出","經","上平","tsheng1"
"圊","出","經","上平","tsheng1"
"鯖","出","經","上平","tsheng1"
"檉","出","經","上平","tsheng1"
"蟶","出","經","上平","tsheng1"
"頳","出","經","上平","tsheng1"
"餳","出","經","上平","tsheng1"
"菁","出","經","上平","tsheng1"
"亨","喜","經","上平","heng1"
"兄","喜","經","上平","heng1"
"馨","喜","經","上平","heng1"
"胸","喜","經","上平","heng1"
"冷","柳","經","上上","leng2"
"𦊓","柳","經","上上","leng2"
"嶺","柳","經","上上","leng2"
"領","柳","經","上上","leng2"
"濘","柳","經","上上","leng2"
"炳","邊","經","上上","peng2"
"丙","邊","經","上上","peng2"
"眪","邊","經","上上","peng2"
"秉","邊","經","上上","peng2"
"併","邊","經","上上","peng2"
"屏","邊","經","上上","peng2"
"摒","邊","經","上上","peng2"
"庰","邊","經","上上","peng2"
"偋","邊","經","上上","peng2"
"𠌸","邊","經","上上","peng2"
"屛","邊","經","上上","peng2"
"迸","邊","經","上上","peng2"
"𡾛","邊","經","上上","peng2"
"餅","邊","經","上上","peng2"
"鞞","邊","經","上上","peng2"
"景","求","經","上上","keng2"
"憬","求","經","上上","keng2"
"璟","求","經","上上","keng2"
"儆","求","經","上上","keng2"
"憼","求","經","上上","keng2"
"警","求","經","上上","keng2"
"竟","求","經","上上","keng2"
"境","求","經","上上","keng2"
"耿","求","經","上上","keng2"
"褧","求","經","上上","keng2"
"絅","求","經","上上","keng2"
"迥","求","經","上上","keng2"
"炯","求","經","上上","keng2"
"烱","求","經","上上","keng2"
"泂","求","經","上上","keng2"
"夐","求","經","上上","keng2"
"熲","求","經","上上","keng2"
"哽","求","經","上上","keng2"
"鯁","求","經","上上","keng2"
"骾","求","經","上上","keng2"
"剄","求","經","上上","keng2"
"拱","求","經","上上","keng2"
"栱","求","經","上上","keng2"
"梘","求","經","上上","keng2"
"頃","氣","經","上上","kheng2"
"傾","氣","經","上上","kheng2"
"肯","氣","經","上上","kheng2"
"肎","氣","經","上上","kheng2"
"檾","氣","經","上上","kheng2"
"䔛","氣","經","上上","kheng2"
"頂","地","經","上上","teng2"
"嵿","地","經","上上","teng2"
"町","地","經","上上","teng2"
"酊","地","經","上上","teng2"
"鼎","地","經","上上","teng2"
"𪔂","地","經","上上","teng2"
"等","地","經","上上","teng2"
"戥","地","經","上上","teng2"
"㑟","頗","經","上上","pheng2"
"剻","頗","經","上上","pheng2"
"逞","他","經","上上","theng2"
"郢","他","經","上上","theng2"
"侱","他","經","上上","theng2"
"徎","他","經","上上","theng2"
"鞓","他","經","上上","theng2"
